Ciqual AGB,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,Ingredients,Code et Nom,Groupe,Sous-groupe,Score unique EF3.1 (mPt/kg),Changement climatique (kg CO2 eq/kg),Appauvrissement de la couche d'ozone (kg CFC11 eq/kg),Rayonnements ionisants (kBq U-235 eq/kg),Formation photochimique d’ozone (kg NMVOC eq/kg),Particules (disease inc./kg),Effets toxicologiques sur la santé humaine : substances non-cancérogènes* (CTUh/kg),Effets toxicologiques sur la santé humaine : substances cancérogènes* (CTUh/kg),Acidification terrestre et eaux douces (mol H+ eq/kg),Eutrophisation eaux douces (kg P eq/kg),Eutrophisation marine (kg N eq/kg),Eutrophisation terrestre (mol N eq/kg),Écotoxicité pour écosystèmes aquatiques d’eau douce (CTUe/kg),Utilisation du sol (Pt/kg),Épuisement des ressources en eau (m³ depriv./kg),Épuisement des ressources énergétiques (MJ/kg),Épuisement des ressources en minéraux (kg Sb eq/kg),Changement climatique - émissions biogéniques (kg CO2 eq/kg),Changement climatique - émissions fossiles (kg CO2 eq/kg),Changement climatique - émissions liées au changement d’affectation des sols (kg CO2 eq/kg)
25503,"Bouchée à la reine, au poisson et fruits de mer",entrées et plats composés,feuilletées et autres entrées,Oignons,"Bouchée à la reine, au poisson et fruits de mer (25503)",entrées et plats composés,feuilletées et autres entrées,0.0018282457,0.010480141,3.195034e-10,0.0022009631,4.5166049e-05,9.0377169e-10,3.407002e-10,1.2357382e-11,0.00010628795,2.764628e-06,0.00012753698,0.00038509525,0.26637628,1.0252223,0.045244468,0.14101648,9.2910596e-08,0.0010405717,0.0091933508,0.00024621852
25503,"Bouchée à la reine, au poisson et fruits de mer",entrées et plats composés,feuilletées et autres entrées,Farine de blé,"Bouchée à la reine, au poisson et fruits de mer (25503)",entrées et plats composés,feuilletées et autres entrées,0.017023041,0.12881589,1.8692251e-09,0.011884049,0.00043376728,1.2317472e-08,7.6887225e-10,1.9099534e-10,0.0018335873,2.792809e-05,0.0012625006,0.0079341951,2.49908266,16.854295,0.036090598,0.91933031,4.6170444e-07,7.8716658e-05,0.10914741,0.019589763
25503,"Bouchée à la reine, au poisson et fruits de mer",entrées et plats composés,feuilletées et autres entrées,Autres étapes,"Bouchée à la reine, au poisson et fruits de mer (25503)",entrées et plats composés,feuilletées et autres entrées,0.125564089,1.03388417,2.5624798e-08,1.1142661,0.0027060736,4.17311537e-08,1.40467832e-08,3.98231144e-10,0.0034906737,0.00012496518,0.00145535953,0.0095936637999999,3.72676915,5.2878464,0.303114305,37.2236192,8.06964427e-06,0.00372289028,1.0298214,0.000339876084
25503,"Bouchée à la reine, au poisson et fruits de mer",entrées et plats composés,feuilletées et autres entrées,Total,"Bouchée à la reine, au poisson et fruits de mer (25503)",entrées et plats composés,feuilletées et autres entrées,1.4136867467,8.806813431,2.176207585e-07,1.1979968531,0.160666916829,1.68918489239e-06,5.1245980450000006e-08,5.428647796e-09,0.21831083055,0.000444783362,0.05534271258,0.5920323997500001,62.88379059,46.8483712,0.722911771,136.74415479,2.6822779176e-05,0.0116514534379999,8.768914350800001,0.026247684404
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Carotte,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.0028045834,0.015455556,5.1212903e-10,0.0032205993,5.2929464e-05,1.2751272e-09,8.2487419e-10,1.7402781e-11,0.00014696542,3.9358966e-06,0.00012272752,0.00040625637,1.84252314,0.89844733,0.037634123,0.21784019,1.4244328e-07,0.0018044102,0.0136403,1.0845831e-05
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Blanc d'oeuf,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.0091780875,0.060731414,1.1560905e-09,0.0073500224,0.0002319885,7.6367194e-09,9.5872108e-10,8.1834451e-11,0.001096479,1.7199677e-05,0.0004800657,0.0047873135,2.3366475,6.0353395,0.028573835,0.48565909,2.3005579e-07,0.0028809338,0.045036545,0.012813935
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Porc,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.11000185,0.86468199,1.1745142e-08,0.15575363,0.0019655423,1.0037891e-07,9.6928778e-09,6.5426784e-10,0.013900798,0.00011868093,0.0040012258,0.059957101,26.310037,49.099749,0.28909747,6.587395,3.3436385e-06,0.31906496,0.46077319,0.084843843
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Haricot mungo,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.0033648822,0.030434975,3.862024e-10,0.00090013407,0.0001485657,8.1457636e-10,8.1602044e-09,3.4852786e-11,0.00012868833,9.1421534e-06,0.00055091789,0.00051235713,0.76366395,-9.7731612,0.0031607973,0.19956542,1.3830528e-07,1.5181027e-05,0.030192299,0.00022749504
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Champignon,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.0531688119999999,0.37671006,5.1145896e-09,0.0114551,0.00055506855,1.2457573e-08,2.2257938e-09,8.5874249e-11,0.0011582262,3.1055244e-05,0.00099058835,0.0040770168,3.81682782,1.6924832,3.6422283,4.6818285,7.6758379e-07,0.016611235,0.34858903,0.011509794
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Oignons,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.0034967953,0.020044848,6.1109837e-10,0.0042096733,8.638687e-05,1.7285995e-09,6.5164045e-10,2.3635355e-11,0.00020329171,5.2877675e-06,0.00024393369,0.00073655267,0.5094847499999999,1.960892,0.08653686,0.26971525,1.7770551e-07,0.0019902502,0.017583668,0.00047093
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Pâtes,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.04996536,0.37136684,5.6179188e-09,0.025660367,0.0017460585,3.0194907e-08,1.3874645e-08,2.9319827e-10,0.0042697258,0.00014529103,0.0037040312,0.016767735,2.7067022,45.457905,0.19681561,3.946218,1.7788311e-06,0.00080215794,0.36688142,0.0036832692
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Farine de riz,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.072362815,0.33449356,5.0310125e-09,0.011089808,0.0013162259,2.7188341e-08,1.1732521e-07,8.5161773e-11,0.0043178272,4.005111e-05,0.0036126892,0.017632871,10.1390445,10.706238,2.4539427,1.6391937,7.8261283e-07,0.17458633,0.15691296,0.0029942714
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25559,Brick à la pomme de terre,entrées et plats composés,feuilletées et autres entrées,Total,Brick à la pomme de terre (25559),entrées et plats composés,feuilletées et autres entrées,0.4298854253999999,3.107731233,5.57967832e-08,1.33384470407,0.008808445584,2.2339839526e-07,1.6775335072e-07,1.673837289e-09,0.02871229346,0.0004955860285,0.0151614365599999,0.1144698397699999,52.15112731999999,111.36549233,7.0396129003,55.24900245,1.543029905e-05,0.5214782545469999,2.469358782,0.116894209125
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Carotte,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.0028045834,0.015455556,5.1212903e-10,0.0032205993,5.2929464e-05,1.2751272e-09,8.2487419e-10,1.7402781e-11,0.00014696542,3.9358966e-06,0.00012272752,0.00040625637,1.84252314,0.89844733,0.037634123,0.21784019,1.4244328e-07,0.0018044102,0.0136403,1.0845831e-05
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Blanc d'oeuf,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.0091780875,0.060731414,1.1560905e-09,0.0073500224,0.0002319885,7.6367194e-09,9.5872108e-10,8.1834451e-11,0.001096479,1.7199677e-05,0.0004800657,0.0047873135,2.3366475,6.0353395,0.028573835,0.48565909,2.3005579e-07,0.0028809338,0.045036545,0.012813935
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Porc,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.11000185,0.86468199,1.1745142e-08,0.15575363,0.0019655423,1.0037891e-07,9.6928778e-09,6.5426784e-10,0.013900798,0.00011868093,0.0040012258,0.059957101,26.310037,49.099749,0.28909747,6.587395,3.3436385e-06,0.31906496,0.46077319,0.084843843
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Haricot mungo,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.0033648822,0.030434975,3.862024e-10,0.00090013407,0.0001485657,8.1457636e-10,8.1602044e-09,3.4852786e-11,0.00012868833,9.1421534e-06,0.00055091789,0.00051235713,0.76366395,-9.7731612,0.0031607973,0.19956542,1.3830528e-07,1.5181027e-05,0.030192299,0.00022749504
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Champignon,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.0531688119999999,0.37671006,5.1145896e-09,0.0114551,0.00055506855,1.2457573e-08,2.2257938e-09,8.5874249e-11,0.0011582262,3.1055244e-05,0.00099058835,0.0040770168,3.81682782,1.6924832,3.6422283,4.6818285,7.6758379e-07,0.016611235,0.34858903,0.011509794
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Oignons,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.0034967953,0.020044848,6.1109837e-10,0.0042096733,8.638687e-05,1.7285995e-09,6.5164045e-10,2.3635355e-11,0.00020329171,5.2877675e-06,0.00024393369,0.00073655267,0.5094847499999999,1.960892,0.08653686,0.26971525,1.7770551e-07,0.0019902502,0.017583668,0.00047093
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Pâtes,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.04996536,0.37136684,5.6179188e-09,0.025660367,0.0017460585,3.0194907e-08,1.3874645e-08,2.9319827e-10,0.0042697258,0.00014529103,0.0037040312,0.016767735,2.7067022,45.457905,0.19681561,3.946218,1.7788311e-06,0.00080215794,0.36688142,0.0036832692
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Farine de riz,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.072362815,0.33449356,5.0310125e-09,0.011089808,0.0013162259,2.7188341e-08,1.1732521e-07,8.5161773e-11,0.0043178272,4.005111e-05,0.0036126892,0.017632871,10.1390445,10.706238,2.4539427,1.6391937,7.8261283e-07,0.17458633,0.15691296,0.0029942714
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25557,Brick à l'oeuf,entrées et plats composés,feuilletées et autres entrées,Total,Brick à l'oeuf (25557),entrées et plats composés,feuilletées et autres entrées,0.4298854253999999,3.107731233,5.57967832e-08,1.33384470407,0.008808445584,2.2339839526e-07,1.6775335072e-07,1.673837289e-09,0.02871229346,0.0004955860285,0.0151614365599999,0.1144698397699999,52.15112731999999,111.36549233,7.0396129003,55.24900245,1.543029905e-05,0.5214782545469999,2.469358782,0.116894209125
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Carotte,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.0028045834,0.015455556,5.1212903e-10,0.0032205993,5.2929464e-05,1.2751272e-09,8.2487419e-10,1.7402781e-11,0.00014696542,3.9358966e-06,0.00012272752,0.00040625637,1.84252314,0.89844733,0.037634123,0.21784019,1.4244328e-07,0.0018044102,0.0136403,1.0845831e-05
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Blanc d'oeuf,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.0091780875,0.060731414,1.1560905e-09,0.0073500224,0.0002319885,7.6367194e-09,9.5872108e-10,8.1834451e-11,0.001096479,1.7199677e-05,0.0004800657,0.0047873135,2.3366475,6.0353395,0.028573835,0.48565909,2.3005579e-07,0.0028809338,0.045036545,0.012813935
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Porc,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.11000185,0.86468199,1.1745142e-08,0.15575363,0.0019655423,1.0037891e-07,9.6928778e-09,6.5426784e-10,0.013900798,0.00011868093,0.0040012258,0.059957101,26.310037,49.099749,0.28909747,6.587395,3.3436385e-06,0.31906496,0.46077319,0.084843843
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Haricot mungo,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.0033648822,0.030434975,3.862024e-10,0.00090013407,0.0001485657,8.1457636e-10,8.1602044e-09,3.4852786e-11,0.00012868833,9.1421534e-06,0.00055091789,0.00051235713,0.76366395,-9.7731612,0.0031607973,0.19956542,1.3830528e-07,1.5181027e-05,0.030192299,0.00022749504
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Champignon,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.0531688119999999,0.37671006,5.1145896e-09,0.0114551,0.00055506855,1.2457573e-08,2.2257938e-09,8.5874249e-11,0.0011582262,3.1055244e-05,0.00099058835,0.0040770168,3.81682782,1.6924832,3.6422283,4.6818285,7.6758379e-07,0.016611235,0.34858903,0.011509794
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Oignons,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.0034967953,0.020044848,6.1109837e-10,0.0042096733,8.638687e-05,1.7285995e-09,6.5164045e-10,2.3635355e-11,0.00020329171,5.2877675e-06,0.00024393369,0.00073655267,0.5094847499999999,1.960892,0.08653686,0.26971525,1.7770551e-07,0.0019902502,0.017583668,0.00047093
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Pâtes,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.04996536,0.37136684,5.6179188e-09,0.025660367,0.0017460585,3.0194907e-08,1.3874645e-08,2.9319827e-10,0.0042697258,0.00014529103,0.0037040312,0.016767735,2.7067022,45.457905,0.19681561,3.946218,1.7788311e-06,0.00080215794,0.36688142,0.0036832692
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Farine de riz,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.072362815,0.33449356,5.0310125e-09,0.011089808,0.0013162259,2.7188341e-08,1.1732521e-07,8.5161773e-11,0.0043178272,4.005111e-05,0.0036126892,0.017632871,10.1390445,10.706238,2.4539427,1.6391937,7.8261283e-07,0.17458633,0.15691296,0.0029942714
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Autres étapes,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25558,Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,Total,Brick au boeuf (25558),entrées et plats composés,feuilletées et autres entrées,0.4298854253999999,3.107731233,5.57967832e-08,1.33384470407,0.008808445584,2.2339839526e-07,1.6775335072e-07,1.673837289e-09,0.02871229346,0.0004955860285,0.0151614365599999,0.1144698397699999,52.15112731999999,111.36549233,7.0396129003,55.24900245,1.543029905e-05,0.5214782545469999,2.469358782,0.116894209125
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Carotte,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.0028045834,0.015455556,5.1212903e-10,0.0032205993,5.2929464e-05,1.2751272e-09,8.2487419e-10,1.7402781e-11,0.00014696542,3.9358966e-06,0.00012272752,0.00040625637,1.84252314,0.89844733,0.037634123,0.21784019,1.4244328e-07,0.0018044102,0.0136403,1.0845831e-05
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Blanc d'oeuf,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.0091780875,0.060731414,1.1560905e-09,0.0073500224,0.0002319885,7.6367194e-09,9.5872108e-10,8.1834451e-11,0.001096479,1.7199677e-05,0.0004800657,0.0047873135,2.3366475,6.0353395,0.028573835,0.48565909,2.3005579e-07,0.0028809338,0.045036545,0.012813935
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Porc,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.11000185,0.86468199,1.1745142e-08,0.15575363,0.0019655423,1.0037891e-07,9.6928778e-09,6.5426784e-10,0.013900798,0.00011868093,0.0040012258,0.059957101,26.310037,49.099749,0.28909747,6.587395,3.3436385e-06,0.31906496,0.46077319,0.084843843
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Haricot mungo,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.0033648822,0.030434975,3.862024e-10,0.00090013407,0.0001485657,8.1457636e-10,8.1602044e-09,3.4852786e-11,0.00012868833,9.1421534e-06,0.00055091789,0.00051235713,0.76366395,-9.7731612,0.0031607973,0.19956542,1.3830528e-07,1.5181027e-05,0.030192299,0.00022749504
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Champignon,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.0531688119999999,0.37671006,5.1145896e-09,0.0114551,0.00055506855,1.2457573e-08,2.2257938e-09,8.5874249e-11,0.0011582262,3.1055244e-05,0.00099058835,0.0040770168,3.81682782,1.6924832,3.6422283,4.6818285,7.6758379e-07,0.016611235,0.34858903,0.011509794
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Oignons,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.0034967953,0.020044848,6.1109837e-10,0.0042096733,8.638687e-05,1.7285995e-09,6.5164045e-10,2.3635355e-11,0.00020329171,5.2877675e-06,0.00024393369,0.00073655267,0.5094847499999999,1.960892,0.08653686,0.26971525,1.7770551e-07,0.0019902502,0.017583668,0.00047093
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Pâtes,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.04996536,0.37136684,5.6179188e-09,0.025660367,0.0017460585,3.0194907e-08,1.3874645e-08,2.9319827e-10,0.0042697258,0.00014529103,0.0037040312,0.016767735,2.7067022,45.457905,0.19681561,3.946218,1.7788311e-06,0.00080215794,0.36688142,0.0036832692
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Farine de riz,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.072362815,0.33449356,5.0310125e-09,0.011089808,0.0013162259,2.7188341e-08,1.1732521e-07,8.5161773e-11,0.0043178272,4.005111e-05,0.0036126892,0.017632871,10.1390445,10.706238,2.4539427,1.6391937,7.8261283e-07,0.17458633,0.15691296,0.0029942714
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Autres étapes,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.12554224,1.03381199,2.56226e-08,1.11420537,0.0027056798,4.17236418e-08,1.4039384e-08,3.97609784e-10,0.0034902918,0.00012494222,0.00145525721,0.0095926363,3.72619646,5.287599500000001,0.301623205,37.2215873,8.06912297e-06,0.00372279638,1.02974937,0.0003398256539999
25438,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)",entrées et plats composés,feuilletées et autres entrées,Total,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.) (25438)",entrées et plats composés,feuilletées et autres entrées,0.4298854253999999,3.107731233,5.57967832e-08,1.33384470407,0.008808445584,2.2339839526e-07,1.6775335072e-07,1.673837289e-09,0.02871229346,0.0004955860285,0.0151614365599999,0.1144698397699999,52.15112731999999,111.36549233,7.0396129003,55.24900245,1.543029905e-05,0.5214782545469999,2.469358782,0.116894209125
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Œuf de poule,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.034714434,0.22970545,4.3727004e-09,0.027800113,0.00087745401,2.8884492e-08,3.6261868e-09,3.0952382e-10,0.004147231,6.5054628e-05,0.0018157606,0.018107136,8.8379412,22.827566,0.1080753,1.8369165,8.7014388e-07,0.010896604,0.17034248,0.048466361
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Jambon cuit,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.22474078,1.7624507,5.1212735e-08,0.40472434,0.0040004162,1.9961793e-07,1.9581834e-08,1.3146918e-09,0.027555793,0.00025062409,0.0080437661,0.11863104,52.085062,96.964847,0.58059685,15.580698,6.8412828e-06,0.6306398,0.96456774,0.16724312
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Gruyère,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.071818889,0.74687133,6.3914306e-09,0.053536052,0.0012977208,6.8184186e-08,8.903528e-09,3.5540266e-10,0.0095433772,6.5991582e-05,0.0026496804,0.041394755,9.3152081,37.309809,0.081481892,2.7191123,1.2705916e-06,0.44864715,0.22634935,0.071874834
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Huile d'olive,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.042717637,0.061533585,3.3537757e-09,0.007774685,0.00090404104,2.4462498e-08,1.8872383e-08,1.8111007e-10,0.0034310579,4.6834854e-05,0.0015941089,0.014435338,5.19511686,49.706417,1.7784948,1.5641566,1.1660679e-06,0.0096396017,0.15299956,-0.10110558
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Olives,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.0069582919,0.0044856701,4.7674508e-10,0.00095349511,0.00014200499,3.4363612e-09,2.7745267e-09,2.6029469e-11,0.00047309532,4.9488468e-06,0.00024757025,0.0019813498,0.91676358,8.4236569,0.35563511,0.24503635,1.8998662e-07,0.001519921,0.024188505,-0.021222756
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Lait demi-écremé,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.017115576,0.17993447,1.20981e-09,0.0086536987,0.00029541434,1.6221556e-08,2.189147e-09,8.5394951e-11,0.0023734751,1.1105404e-05,0.00063170136,0.010355925,2.32732442,9.326689,0.018525127,0.49152064,3.026057e-07,0.11293526,0.048857938,0.018141278
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Farine de blé,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.0153895169999999,0.11645477,1.689855e-09,0.010743661,0.00039214315,1.1135493e-08,6.9509158e-10,1.7266751e-10,0.001657637,2.5248121e-05,0.0011413516,0.007172833,2.25927175,15.236964,0.032627359,0.83111175,4.1739946e-07,7.116304e-05,0.098673671,0.017709937
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Autres étapes,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.125564089,1.03388417,2.5624798e-08,1.1142661,0.0027060736,4.17311537e-08,1.40467832e-08,3.98231144e-10,0.0034906737,0.00012496518,0.00145535953,0.0095936637999999,3.72676915,5.2878464,0.303114305,37.2236192,8.06964427e-06,0.00372289028,1.0298214,0.000339876084
7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,Total,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.) (7814)",entrées et plats composés,feuilletées et autres entrées,0.5390192139000001,4.1353201451,9.433184978e-08,1.6284521448100002,0.01061526813,3.936736699e-07,7.068948028e-08,2.843051424e-09,0.05267234022,0.0005947727058,0.01757929874,0.2216720405999999,84.66345705999997,245.0837953,3.2585507430000007,60.49217134,1.912772223e-05,1.21807239002,2.715800644,0.2014470700839999
25418,Croissant au jambon,entrées et plats composés,feuilletées et autres entrées,Jambon cuit,Croissant au jambon (25418),entrées et plats composés,feuilletées et autres entrées,0.25133225,1.9709849,5.7272257e-08,0.45261157,0.0044737479,2.2323684e-07,2.1898768e-08,1.4702469e-09,0.030816211,0.00028027808,0.0089955095,0.13266754,58.2478,108.43779,0.64929343,17.424216,7.6507476e-06,0.70525749,1.078696,0.18703143
25418,Croissant au jambon,entrées et plats composés,feuilletées et autres entrées,Gruyère,Croissant au jambon (25418),entrées et plats composés,feuilletées et autres entrées,0.0747148129999999,0.77698711,6.6491496e-09,0.055694763,0.0013500483,7.0933549e-08,9.2625413e-09,3.6973342e-10,0.0099281908,6.8652533e-05,0.0027565223,0.043063899,9.6908214,38.814237,0.084767452,2.8287539,1.3218252e-06,0.46673776,0.23547634,0.074773013
25418,Croissant au jambon,entrées et plats composés,feuilletées et autres entrées,Lait demi-écremé,Croissant au jambon (25418),entrées et plats composés,feuilletées et autres entrées,0.040788917,0.42881013,2.8831538e-09,0.020623028,0.00070401552,3.8658337e-08,5.217057e-09,2.0350864e-10,0.0056563379,2.64658e-05,0.0015054366,0.024679681,5.5463539,22.226862,0.044148084,1.1713655,7.211536e-07,0.26914122,0.1164356,0.043233315
