CIQUAL CODE 2020;CIQUAL NAME 2020;Present in Agribalyse 3.2
32025;"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux";Oui
32028;"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)";Oui
32029;"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)";Oui
32030;"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)";Oui
32031;Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen);
32032;Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen);
32107;Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux);Oui
32108;Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux);Oui
32109;Muesli croustillant au chocolat (non enrichi en vitamines et minéraux);Oui
32110;Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux;Oui
32111;Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux;Oui
32112;Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux;Oui
32113;Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés;Oui
32115;Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux;Oui
32116;Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux;Oui
32121;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;Oui
32123;Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux;Oui
32128;Muesli floconneux ou de type traditionnel;Oui
32129;Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux);Oui
32130;Blé khorasan complet soufflé;
32131;Riz soufflé chocolaté, enrichi en vitamines et minéraux;
32133;Boules de maïs soufflées au miel, enrichies en vitamines et minéraux;Oui
32134;Céréales complètes soufflées, enrichies en vitamines et minéraux;Oui
32135;Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux;Oui
32136;Muesli croustillant, au quinoa;
32138;Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux);Oui
32139;Muesli enrichi en vitamines et minéraux (aliment moyen);
32140;Flocon d'avoine précuit;Oui
32141;Muesli non enrichi en vitamines et minéraux (aliment moyen);
31100;Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux;Oui
31101;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";Oui
31102;"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux";Oui
31104;Barre céréalière diététique hypocalorique;
31106;Barre céréalière chocolatée;Oui
31113;Barre céréalière aux fruits;Oui
31114;Barre céréalière aux amandes ou noisettes;Oui
31115;Barre céréalière chocolatée aux fruits;
19688;Baba au rhum, préemballé;Oui
23000;Gâteau (aliment moyen);
23005;Gâteau Paris-Brest (pâte à choux crème mousseline praliné);Oui
23006;Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises);Oui
23007;Gâteau mousse de fruits sur génoise, type miroir, bavarois;Oui
23008;Entremets type Opéra;Oui
23009;Fraisier ou framboisier;Oui
23021;Baba au rhum;
23022;Canelé;Oui
23024;Macaron moelleux fourré à la confiture ou à la crème;Oui
23030;Bûche de Noël pâtissière;Oui
23032;Brownie au chocolat, préemballé;Oui
23033;Rocher coco ou Congolais (petit gâteau à la noix de coco);Oui
23050;Biscuit de Savoie;Oui
23080;Quatre-quarts, fabrication artisanale;
23081;Quatre-quarts, préemballé;Oui
23082;Barre pâtissière, préemballé;
23103;Gâteau au citron, tout type;Oui
23121;Far aux pruneaux;Oui
23122;Kouign Amann;Oui
23200;Pain d'épices;Oui
23220;Pain d'épices fourré ou nonette;
23300;Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);Oui
23301;Corne de gazelle (pâtisserie orientale aux amandes et sirop);Oui
23455;Chou à la crème (chantilly ou pâtissière);Oui
23456;Chou à la crème chantilly, Saint-honoré;Oui
23457;Chou à la crème pâtissière;Oui
23477;Éclair;Oui
23479;Tarte aux fruits et crème pâtissière;Oui
23481;Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados);Oui
23485;Tarte au citron;Oui
23490;Tarte ou tartelette aux pommes;Oui
23491;Tarte aux fraises;Oui
23493;Crumble aux pommes;Oui
23494;Tarte aux abricots;Oui
23495;Tarte aux fruits rouges;Oui
23496;Tarte Tatin aux pommes;Oui
23497;Tarte au chocolat, fabrication artisanale;Oui
23499;Tarte ou tartelette aux fruits;Oui
23525;Flan pâtissier aux oeufs ou à la parisienne;Oui
23531;Charlotte aux fruits;Oui
23585;Gâteau au chocolat;Oui
23586;Gâteau moelleux au chocolat, préemballé;Oui
23588;Gâteau au yaourt;Oui
23589;Gâteau au fromage blanc;Oui
23594;Gâteau moelleux nature type génoise;Oui
23680;Galette des rois feuilletée;Oui
23684;Galette des rois feuilletée, fourrée frangipane, et Pithiviers;Oui
23799;Crêpe, nature, préemballée, rayon frais;Oui
23800;Crêpe, nature, préemballée, rayon température ambiante;Oui
23801;Galette de sarrasin, nature, préemballée;Oui
23802;Gâteau basque, crème pâtissière;Oui
23803;Gâteau basque, cerises;Oui
23815;Crêpe fourrée au sucre, préemballée;Oui
23820;Crêpe fourrée à la confiture, maison;Oui
23821;Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, maison;Oui
23829;Crêpe fourrée chocolat, préemballée;Oui
23830;Crêpe fourrée fraise, préemballée;Oui
23849;Gaufre fine fourrée au miel, préemballée;
23850;Gaufre bruxelloise ou liégeoise, préparation artisanale;
23851;Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée;Oui
23852;Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée;Oui
23853;Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée;Oui
23854;Gaufre croustillante (fine ou sèche), chocolatée, préemballée;Oui
23880;Beignet rond moelleux, sans fourrage, saupoudré de sucre;Oui
23881;Beignet à la confiture;Oui
23884;Beignet fourré aux fruits, préemballé;Oui
23885;Beignet fourré goût chocolat, préemballé;Oui
23900;Pâtisserie (aliment moyen);
23909;Cake aux fruits, préemballé;Oui
23925;Gâteau marbré, prémballé;Oui
23930;Gâteau sablé aux fruits, préemballé;Oui
23937;Gâteau moelleux aux fruits, prémballé;Oui
23938;Gâteau moelleux aux fruits à coque, prémballé;Oui
23939;Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait, prémballé;Oui
23940;Génoise fourrée et nappée au chocolat, prémballé;Oui
23941;Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, prémballé;Oui
23950;Muffin, aux myrtilles ou au chocolat;Oui
24630;Madeleine, pur beurre, préemballée;Oui
24631;Madeleine au chocolat, préemballée;Oui
24632;Madeleine ordinaire, préemballée;Oui
24663;Tarte aux poires amandine;Oui
24664;Gâteau aux amandes type financier;Oui
24665;Gâteau aux amandes, préemballé;
24666;Mille-feuille;Oui
39500;Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);
31035;Barre glacée chocolatée;Oui
39503;Glace ou crème glacée, bâtonnet, enrobé de chocolat;Oui
39509;Glace ou crème glacée, cône (taille standard);Oui
39515;Glace ou crème glacée, en bac;Oui
39517;Glace au yaourt;Oui
39520;Glace ou crème glacée, gourmande, en bac;Oui
39521;Glace ou crème glacée, gourmande, en pot;Oui
39522;Glace ou crème glacée, mini cône;Oui
39523;Glace ou crème glacée, pot individuel;Oui
39527;Glace ou crème glacée, bac ou pot (aliment moyen);
39531;Glace ou crème glacée, petit pot enfant;Oui
31013;Sorbet, bâtonnet;Oui
39524;Sorbet, en bac;Oui
39525;Sorbet, pot individuel;
39526;Glace à l'eau;Oui
39528;Sorbet, cône;
23472;Profiterole avec glace vanille et sauce chocolat;Oui
39401;Pêche melba;Oui
39502;Dessert glacé type mystère ou vacherin;Oui
39512;Dessert glacé, type sundae;Oui
39516;Dessert glacé feuilleté, à partager;Oui
39518;Omelette norvégienne;Oui
39519;Poire belle Hélène;Oui
39529;Nougat glacé;Oui
39530;Citron givré ou Orange givrée (sorbet);Oui
39532;Coupe glacée type café ou chocolat liégeois;Oui
39533;Bûche glacée;Oui
39534;Coupe glacée parfum pêche Melba ou poire Belle-Hélène;Oui
16400;Beurre à 82% MG, doux;Oui
16401;Huile de beurre ou Beurre concentré;Oui
16402;Beurre à 80% MG, demi-sel;Oui
16403;Beurre à 80% MG, salé;Oui
16404;Beurre à 82% MG, doux, tendre;Oui
16410;Beurre à 60-62% MG, à teneur réduite en matière grasse, doux;Oui
16411;Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel;Oui
16412;Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen);
16413;Beurre à teneur en matière grasse inconnue (allégé ou non), demi-sel (aliment moyen);
16414;Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen);
16415;Beurre à 39-41% MG, léger, doux;Oui
16712;"Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux";Oui
16713;"Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux";Oui
16030;Huile ou beurre de cacao;Oui
16040;Huile ou graisse de coco (coprah), sans précision;
16060;Huile ou graisse de coco (coprah), raffinée;Oui
16080;Matière grasse ou graisse végétale solide (type margarine) pour friture;Oui
16110;Huile ou beurre de karité;
16128;Huile pour friture, sans précision;Oui
16129;Huile de palme, sans précision;Oui
16150;Huile de palme raffinée;Oui
16200;Huile ou graisse de palmiste, sans précision;
17001;Huile végétale (aliment moyen);
17020;Huile d'amandes d'abricot;
17030;Huile d'amande;
17040;Huile d'arachide;Oui
17100;Huile d'avocat;Oui
17110;Huile de germe de blé;
17126;Huile de carthame;
17130;Huile de colza;Oui
17170;Huile de coton;Oui
17180;Huile de lin;Oui
17190;Huile de maïs;Oui
17210;Huile de noisette;Oui
17220;Huile de noix;
17270;Huile d'olive vierge extra;Oui
17325;Huile de pavot;
17350;Huile de pépins de raisin;Oui
17390;Huile de son de riz;
17400;Huile de sésame;Oui
17420;Huile de soja;Oui
17440;Huile de tournesol;Oui
17700;Huile combinée (mélange d'huiles);Oui
17701;Huile combinée, mélange d'huile d'olive et de graines;Oui
17900;Huile d'argan ou d'argane;
16614;Matière grasse végétale (type margarine) à 80% MG, salée;Oui
16615;Matière grasse végétale ou margarine, 80% MG, doux;Oui
16616;Matière grasse végétale (type margarine) à 70% MG, doux;Oui
16654;Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux;Oui
16719;Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen);
16725;Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen);
16733;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux;Oui
16734;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel;Oui
16736;Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3;Oui
16737;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3;Oui
16738;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel;Oui
16739;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal;Oui
16740;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3;Oui
16741;Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux;Oui
16742;Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal;Oui
16743;Matière grasse mélangée (végétale et laitière) à 50-63% MG;Oui
16744;Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel;Oui
16745;Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG;Oui
16746;Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel;Oui
17630;Huile de foie de morue;Oui
17640;Huile de sardine;Oui
17645;Huile de saumon;Oui
17650;Huile de hareng;Oui
16520;Saindoux;Oui
16530;Lard gras, cru;Oui
16540;Graisse de poulet;Oui
16550;Graisse de canard;Oui
16560;Graisse d'oie;Oui
16570;Graisse de dinde;Oui
17999;Huile de paraffine;
11184;Sauce (aliment moyen);
11008;Ketchup, préemballé;Oui
11051;Sauce tartare, préemballée;Oui
11054;Mayonnaise (70% MG min.), préemballée;Oui
11073;Ketchup allégé en sucres, préemballé;
11079;Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée;Oui
11100;Sauce barbecue, préemballée;Oui
11104;Sauce soja, préemballée;Oui
11108;Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée;
11109;Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée;
11110;Sauce vinaigrette (50 à 75% d'huile), préemballée;Oui
11112;Harissa (sauce condimentaire), préemballée;Oui
11120;Sauce bourguignonne, préemballée;Oui
11157;Sauce moutarde, préemballée;Oui
11166;Sauce au yaourt;Oui
11167;Sauce américaine, préemballée;Oui
11168;Sauce aïoli, préemballée;Oui
11187;Sauce crudités ou Sauce salade, préemballée;Oui
11194;Sauce Nuoc Mâm ou Sauce au poisson, préemballée;Oui
11196;Sauce burger, préemballée;Oui
11198;Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée;Oui
11203;Sauce kebab, préemballée;Oui
11205;Sauce rouille, préemballée;Oui
11212;Sauce au poivre, condimentaire, froide, préemballée;Oui
11213;Sauce froide (aliment moyen);
11215;Caviar de tomates;
11216;Sauce soja sucrée, préemballée;
11217;Sauce pour nems à base de nuoc-mam dilué, préemballée;
11219;Sauce végétale type bolognaise, préemballée;Oui
11301;Sauce teriyaki, préemballée;
19863;Tzatziki, à base yaourt, préemballé;
19864;Tzatziki, à base fromage frais, préemballé;
25620;Guacamole, préemballé;Oui
25621;Houmous, préemballé;Oui
25624;Caviar d'aubergine, préemballé;
11101;Sauce béchamel, préemballée;Oui
11102;Sauce béarnaise, préemballée;Oui
11105;Sauce hollandaise, préemballée;Oui
11107;Sauce tomate aux oignons, préemballée;Oui
11111;Sauce armoricaine, préemballée;Oui
11114;Sauce tomate à la viande ou Sauce bolognaise, préemballée;Oui
11115;Sauce au poivre vert, préemballée;Oui
11121;Sauce madère, préemballée;Oui
11122;Sauce à l'échalote à la crème, préemballée;Oui
11128;Sauce carbonara, préemballée;Oui
11129;Sauce chasseur, préemballée;Oui
11132;Sauce au curry, préemballée;Oui
11140;Sauce au beurre blanc, préemballée;Oui
11143;Sauce béchamel, maison;Oui
11158;Sauce au beurre, préemballée;Oui
11159;Sauce à la crème;Oui
11160;Sauce aux champignons, préemballée;Oui
11161;Sauce à la crème aux épices;Oui
11162;Sauce à la crème aux herbes;Oui
11163;Sauce aigre douce, préemballée;Oui
11164;Sauce au vin rouge;Oui
11170;Sauce basquaise ou Sauce aux poivrons, préemballée;Oui
11177;Sauce tomate aux champignons, préemballée;Oui
11178;Sauce tomate aux olives, préemballée;Oui
11179;Sauce pesto, préemballée;Oui
11182;Sauce au poivre, chaude, préemballée;Oui
11189;Sauce au fromage pour risotto ou pâtes, préemballée;Oui
11191;Sauce au roquefort, préemballée;Oui
11192;Sauce aux champignons et à la crème, préemballée;Oui
11199;Sauce grand veneur, préemballée;Oui
11202;Sauce indienne type tandoori ou tikka masala, préemballée;Oui
11207;Sauce tomate aux petits légumes, préemballée;Oui
11208;Sauce tomate au fromage, préemballée;Oui
11210;Sauce pesto rosso, préemballée;Oui
11218;Sauce chaude (aliment moyen);
11302;Sauce à l'oseille, préemballée;
25600;Céleri rémoulade, préemballé;Oui
51502;Meloukhia, sauce, artisanale;
11300;Sauce au chocolat, préemballée;Oui
39700;Crème anglaise, préemballée;Oui
11004;Cornichon, au vinaigre;
11013;Moutarde;Oui
11018;Vinaigre;Oui
11021;Moutarde à l'ancienne;Oui
11040;Câpres, au vinaigre;
11043;Tapenade;Oui
11055;Oignon au vinaigre;
11090;Vinaigre de cidre;Oui
11091;Vinaigre balsamique;Oui
11097;Cornichon, aigre-doux;
11220;Vinaigre de vin rouge;
13032;Olive noire, en saumure, égouttée;
13033;Olive verte, en saumure, égouttée;
13131;Olive noire, à l'huile (à la grecque);
13147;Olives vertes, fourrées ou farcies (anchois, poivrons, etc.);Oui
13184;Olive (aliment moyen);
13186;Olive noire (aliment moyen);
11001;Bouillon de boeuf, déshydraté;
11169;Fond de veau pour sauces et cuisson, déshydraté;
11171;Fond de volaille pour sauces et cuisson, déshydraté;
11172;Court-bouillon pour poissons, déshydraté;Oui
11174;Bouillon de volaille, déshydraté;
11175;Gelée au madère, déshydratée;
11176;Gelée au madère;
11304;Fond de veau, préemballé;
25525;Pizza, sauce garniture pour;Oui
25918;Bouillon de viande et légumes type pot-au-feu, déshydraté;
25970;Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté;
25971;Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté;
11017;Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme);Oui
11044;Sel au céleri;Oui
11058;Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme);Oui
11082;Fleur de sel, non iodée, non fluorée;Oui
11083;Sel marin gris, non iodé, non fluoré;Oui
11096;Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme);
11005;Curry, poudre;Oui
11006;Gingembre, poudre;Oui
11015;Poivre noir, poudre;Oui
11019;Poivre blanc, poudre;Oui
11025;Cannelle, poudre;Oui
11026;Coriandre, graine;Oui
11039;Safran;Oui
11042;Cumin, graine;Oui
11048;Noix de muscade;Oui
11049;Paprika;Oui
11052;Clou de girofle;Oui
11053;Laurier, feuille;Oui
11056;Quatre épices;Oui
11057;Vanille, gousse;
11061;Pavot, graine;Oui
11064;Carvi, graine;Oui
11065;Vanille, extrait alcoolique;Oui
11066;Fenouil, graine;Oui
11074;Gingembre, racine crue;Oui
11075;Cardamome, poudre;Oui
11077;Fenugrec, graine;Oui
11081;Epice (aliment moyen);
11088;Poivre de Cayenne ou piment de Cayenne;Oui
11089;Curcuma, poudre;Oui
11098;Vanille, extrait aqueux;Oui
11000;Ail, cru;Oui
11002;Cerfeuil, frais;Oui
11003;Ciboule ou Ciboulette, fraîche;Oui
11014;Persil, frais;Oui
11016;Raifort, cru;Oui
11027;Menthe, fraîche;Oui
11033;Basilic, frais;Oui
11068;Romarin, frais;Oui
11069;Sauge, fraîche;Oui
11070;Thym, frais;Oui
11080;Herbes aromatiques fraîches (aliment moyen);
11092;Estragon, frais;Oui
11093;Aneth, frais;Oui
11094;Coriandre, fraiche;Oui
11306;Ail, rôti/cuit au four;
11307;Ail, sauté/poêlé, sans matière grasse;
11023;Ail séché, poudre;Oui
11024;Persil, séché;Oui
11029;Menthe, séchée;
11032;Basilic, séché;Oui
11034;Marjolaine, séchée;Oui
11035;Origan, séché;Oui
11036;Romarin, séché;Oui
11037;Sauge, séchée;Oui
11038;Thym, séché;Oui
11060;Herbes de Provence, séchées;Oui
11062;Sarriette, séchée;Oui
51500;Meloukhia, feuilles de corète séchées, en poudre;Oui
11084;Agar (algue), cru;Oui
11085;Agar (algue), séché;
11086;Spiruline (Spirulina sp.), séchée ou déshydratée;Oui
20984;Wakamé (Undaria pinnatifida), séchée ou déshydratée;Oui
20985;Laitue de mer (Ulva sp.), séchée ou déshydratée;Oui
20986;Kombu royal (Saccharina latissima), séchée ou déshydratée;Oui
20987;Nori (Porphyra sp.), séchée ou déshydratée;Oui
20988;Dulse (Palmaria palmata), séchée ou déshydratée;Oui
20990;Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée;Oui
20991;Kombu breton (Laminaria digitata), séchée ou déshydratée;Oui
20992;Haricot de mer (Himanthalia elongata), séchée ou déshydratée;Oui
20993;Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée;Oui
20994;Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté;Oui
20995;Ao-nori (Enteromorpha sp.), séchée ou déshydratée;Oui
20996;Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté;Oui
20998;Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté;Oui
20999;Wakamé atlantique (Alaria esculenta), séchée ou déshydratée;Oui
18350;Boisson diététique pour le sport;
42000;Substitut de repas hypocalorique, crème dessert;Oui
42003;Substitut de repas hypocalorique, prêt à boire;Oui
42004;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé;Oui
42005;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake;Oui
9621;Son de blé;Oui
9621;Son de blé;Oui
9640;Son d'avoine;Oui
9641;Son de maïs;Oui
9643;Son de riz;Oui
9647;Son (aliment moyen);
9660;Germe de blé;
11007;Gélatine, sèche;Oui
11009;Levure alimentaire;
11010;Levure de boulanger, compressée;
11045;Levure de boulanger, déshydratée;
11046;Levure chimique ou Poudre à lever;Oui
11214;"Préparation culinaire à base de soja, type ""crème de soja""";Oui
11507;Bicarbonate de soude;Oui
20906;Tofu soyeux, préemballé;
20916;Miso;Oui
20918;Sirop pour fruits appertisés au sirop;Oui
20919;Sirop léger pour fruits appertisés au sirop;Oui
20920;Jus d'ananas pour ananas appertisé au jus;
20924;Sirop léger pour poire appertisée;
31047;Gélifiant pour confitures;
31108;Gelée royale;
31109;Pollen, partiellement séché;
31111;Pollen,frais;
37000;Base de pizza à la crème;Oui
37002;Base de pizza tomatée;Oui
42200;Lécithine de soja;Oui
3000;Lait 1er âge, poudre soluble (préparation pour nourrissons);Oui
3002;Lait 2e âge, poudre soluble (préparation de suite);Oui
13159;Boisson aux fruits pour bébé dès 4/6mois;Oui
13160;Boisson à base de plantes pour bébé;
13161;Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois;Oui
13162;Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois;Oui
13163;Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois;Oui
13169;Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois;Oui
13170;Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois;Oui
13171;Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales);
13172;Boisson infantile céréales lactées aux légumes pour diner dès 12 mois;
13173;Boisson infantile céréales lactées pour le petit déjeuner;Oui
13182;Boisson infantile céréales lactées (aliment moyen);
19012;Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge);Oui
19013;Lait 1er âge, prêt à consommer (préparation pour nourrissons);Oui
19014;Lait 2e âge, prêt à consommer (préparation pour nourrissons);Oui
19015;Lait infantile pour prématurés, prêt à consommer;
20246;Petit pot légumes, dès 4-6 mois;Oui
20247;Petit pot légumes, avec féculent, dès 4/6 mois;Oui
20248;Plat légumes, avec féculent, dès 6-8 mois;Oui
20249;Plat légumes, avec féculent et lait/crème, dès 6-8 mois;Oui
20250;Plat légumes, avec féculent et lait/crème, dès 8-12 mois;Oui
20251;Plat légumes, avec féculent et lait/crème, dès 12 mois;Oui
20252;Soupe pour bébé légumes et pomme de terre;Oui
20253;Soupe pour bébé légumes, céréales et lait;Oui
20254;Plat légumes, avec féculent et lait/crème, dès 18 mois;Oui
42603;Plat légumes, avec féculent et viande/poisson, dès 6-8 mois;Oui
42604;Plat légumes, avec féculent et viande/poisson, dès 8-12 mois;Oui
42605;Plat légumes, avec féculent et viande/poisson, dès 12 mois;Oui
42606;Plat légumes, avec féculent et viande/poisson, dès 18 mois;Oui
13157;Petit pot fruit avec banane pour bébé;Oui
13158;Petit pot fruit sans banane pour bébé;Oui
13164;Dessert lacté infantile type crème dessert;Oui
13165;Dessert lacté infantile au riz ou à la semoule;Oui
13166;Dessert lacté infantile nature sucré ou aux fruits;Oui
13167;Céréales instantanées, poudre à reconstituer, dès 4/6 mois;Oui
13168;Céréales instantanées, poudre à reconstituer, dès 6 mois;Oui
24689;Biscuit pour bébé;Oui
42501;Poudre cacaotée pour bébé;
