CIQUAL CODE 2020;CIQUAL NAME 2020;Present in Agribalyse 3.2
38108;Biscuit apéritif soufflé, à base de pomme de terre et de soja;Oui
38399;Biscuit apéritif (aliment moyen);
38400;Biscuit apéritif soufflé, à base de maïs, sans cacahuète;Oui
38401;Biscuit apéritif, crackers, garni ou fourré, au fromage;Oui
38402;Biscuit apéritif, crackers, nature;Oui
38403;Biscuit apéritif, crackers, nature, allégé en matière grasse;Oui
38404;Biscuit apéritif soufflé, à base de maïs, à la cacahuète;Oui
38405;Biscuit apéritif à base de pomme de terre, type tuile salée;Oui
38406;Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif;Oui
38407;Biscuit apéritif feuilleté;Oui
38408;Crêpe dentelle (pour apéritif) au fromage, préemballée;Oui
4090;Fécule de pomme de terre;
9311;Flocon d'avoine;Oui
9410;Farine de blé tendre ou froment T110;Oui
9415;Farine de blé tendre ou froment T150;Oui
9435;Farine de blé tendre ou froment T65;Oui
9436;Farine de blé tendre ou froment T55 (pour pains);Oui
9437;Farine de blé tendre ou froment avec levure incorporée;Oui
9440;Farine de blé tendre ou froment T45 (pour pâtisserie);Oui
9445;Farine de blé tendre ou froment T80;Oui
9480;Farine d'épeautre (grand épeautre);Oui
9510;Amidon de maïs ou fécule de maïs;Oui
9520;Farine de riz;Oui
9530;Farine de seigle T170;Oui
9532;Farine de seigle T85;Oui
9533;Farine de seigle T130;Oui
9540;Farine de sarrasin;Oui
9545;Farine de maïs;Oui
9550;Farine d'orge;Oui
9555;Farine de millet;Oui
9580;Farine de pois chiche;Oui
20900;Farine de soja;Oui
96781;Amidon de riz;
23402;Pâte à pizza fine, crue;Oui
23410;Pâte brisée, crue;Oui
23412;Pâte brisée, matière grasse végétale, cuite;Oui
23414;Pâte brisée, pur beurre, crue;Oui
23415;Pâte brisée, pur beurre, surgelée, crue;Oui
23416;Pâte brisée, pur beurre, cuite;
23420;Pâte feuilletée, matière grasse végétale, crue;Oui
23421;Pâte feuilletée, surgelée, crue;Oui
23422;Pâte feuilletée, cuite;Oui
23424;Pâte feuilletée pur beurre, crue;Oui
23425;Pâte feuilletée pur beurre, surgelée crue;Oui
23426;Pâte feuilletée pur beurre, cuite;Oui
23430;Feuille de brick, cuite à sec sans matière grasse;
23440;Pâte sablée, crue;Oui
23442;Pâte sablée, cuite;Oui
23444;Pâte sablée pur beurre, crue;Oui
23445;Pâte phyllo ou Pâte filo, crue;Oui
23446;Pâte sablée pur beurre, surgelée, crue;Oui
23448;Pâte sablée pur beurre, cuite;Oui
37001;Pâte à pizza crue;Oui
51550;Khatfa feuille de brick, préemballée;Oui
96778;Pâte à pizza cuite;Oui
6584;Viande blanche, cuite (aliment moyen);
6585;Viande rouge, cuite (aliment moyen);
6999;Viande cuite (aliment moyen);
36900;Volaille, cuite (aliment moyen);
6100;Boeuf, entrecôte, partie maigre, grillée/poêlée;Oui
6101;Boeuf, braisé;Oui
6104;Boeuf, gîte à la noix, cuit;Oui
6105;Boeuf, faux-filet, rôti/cuit au four;Oui
6110;Boeuf, faux-filet, grillé/poêlé;Oui
6123;Boeuf, plat de côtes, braisé;Oui
6131;Boeuf, hampe, grillée/poêlée;Oui
6141;Boeuf, joue, braisée ou bouillie;Oui
6151;Boeuf, jarret, bouilli/cuit à l'eau;Oui
6161;Boeuf, tende de tranche, grillée/poêlée;Oui
6162;Boeuf, tende de tranche, rôtie/cuite au four;Oui
6200;Boeuf, steak ou bifteck, grillé;Oui
6205;Boeuf, onglet, grillé;Oui
6207;Boeuf, rumsteck, grillé;Oui
6208;Boeuf, boule de macreuse, grillée/poêlée;Oui
6210;Boeuf, rosbif, rôti/cuit au four;Oui
6211;Boeuf, bavette d'aloyau, grillée/poêlée;Oui
6214;Boeuf, boule de macreuse, rôtie/cuite au four;Oui
6230;Boeuf, à bourguignon ou pot-au-feu, cuit;Oui
6241;Boeuf, collier, braisé;Oui
6251;Boeuf, steak haché 5% MG, cuit;Oui
6253;Boeuf, steak haché 10% MG, cuit;Oui
6255;Boeuf, steak haché 15% MG, cuit;Oui
6257;Boeuf, steak haché 20% MG, cuit;Oui
6259;Boeuf, steak haché, cuit (aliment moyen);
6271;Boeuf, paleron, braisé ou bouilli;Oui
6310;Boeuf, queue, bouillie/cuite à l'eau;Oui
6511;Veau, côte, grillée/poêlée;Oui
6512;Veau, carré, sauté/poêlé;Oui
6520;Veau, escalope, cuite;Oui
6523;Veau, noix, grillée/poêlée;Oui
6524;Veau, noix, rôtie;Oui
6531;Veau, filet, rôti/cuit au four;Oui
6551;Veau, rôti, cuit;Oui
6562;Veau, épaule, grillée/poêlée;Oui
6563;Veau, épaule, braisée ou bouillie;Oui
6564;Veau, viande, cuite (aliment moyen);
6581;Veau, jarret, braisé ou bouilli;Oui
6582;Veau, tête, bouillie/cuite à l'eau;Oui
6591;Veau, collier, braisé ou bouilli;Oui
28007;Porc, longe, cuite;Oui
28009;Porc, palette, crue;
28010;Porc, épaule, cuite;Oui
28101;Porc, côte, grillée;Oui
28103;Porc, rouelle de jambon, cuite;Oui
28105;Porc, carré, cuit;Oui
28202;Porc, filet, maigre, en rôti, cuit;Oui
28203;Porc, filet mignon, cuit;Oui
28205;Porc, viande, cuite (aliment moyen);
28301;Porc, rôti, cuit;Oui
28401;Porc, travers, braisé;Oui
28451;Porc, échine, rôtie/cuite au four;Oui
28461;Porc, escalope de jambon, cuite;Oui
36004;Poulet, cuisse, viande et peau, rôtie/cuite au four;Oui
36005;Poulet, viande et peau, rôti/cuit au four;Oui
36006;Poulet, cuisse, viande, rôti/cuit au four;Oui
36018;Poulet, filet, sans peau, sauté/poêlé;Oui
36030;Poulet, cuisse, viande, bouilli/cuit à l'eau;Oui
36031;Poulet, cuisse, viande et peau, bouilli/cuit à l'eau;Oui
36032;Poulet, poitrine, viande et peau, rôti/cuit au four;Oui
36033;Poulet, aile, viande et peau, rôti/cuit au four;Oui
36041;Poulet, filet, sans peau, sauté/poêlé, bio;
36302;Dinde, viande, rôtie/cuite au four;Oui
36306;Dinde, escalope, sautée/poêlée;Oui
36308;Dinde, escalope, rôtie/cuite au four;Oui
21501;Agneau, côtelette, grillée;Oui
21503;Agneau, gigot, rôti/cuit au four;Oui
21506;Agneau, épaule, rôtie/cuite au four;Oui
21507;Agneau, épaule, maigre, rôtie/cuite au four;Oui
21508;Agneau, collier, braisé ou bouilli;Oui
21509;Agneau, côte filet, grillée/poêlée;Oui
21512;Agneau, côte première, grillée/poêlée;Oui
21513;Agneau, selle, partie maigre, rôtie/cuite au four;Oui
21518;Agneau, gigot, grillé/poêlé;Oui
21519;Agneau, gigot, braisé;Oui
21520;Agneau, selle, partie maigre, grillée/poêlée;Oui
21522;Agneau, côte ou côtelette, cuite (aliment moyen);
21523;Agneau, viande, cuite (aliment moyen);
21524;Agneau, côte ou côtelette, grillée/poêlée (aliment moyen);
14000;Chevreuil, rôti/cuit au four;
14003;Sanglier, rôti/cuit au four;
14007;Cerf, rôti/cuit au four;
14008;Gibier à poil, cuit (aliment moyen);
36402;Faisan, viande, rôtie/cuite au four;Oui
36603;Gibier à plumes, viande, cuit (aliment moyen);
6902;Cheval, viande, rôtie/cuite au four;
6906;Cheval, tende de tranche, grillée/poêlée;
6907;Cheval, faux-filet, grillé/poêlé;
6908;Cheval, entrecôte, grillée/poêlée;
6909;Cheval, faux-filet, rôti/cuit au four;
6910;Cheval, tende de tranche, rôtie/cuite au four;
21801;Chevreau, cuit;Oui
34000;Lapin, viande braisée;Oui
34002;Lapin, viande cuite;Oui
34004;Lapin de garenne, viande, cuite;Oui
36051;Chapon, viande et peau, rôti/cuit au four;Oui
36102;Caille, viande et peau, cuite;Oui
36200;Canard, viande et peau, rôti/cuit au four;Oui
36202;Canard, viande, rôtie/cuite au four;Oui
36205;Canard, magret, grillé/poêlé;Oui
36502;Oie, viande, rôtie/cuite au four;Oui
36503;Oie, viande et peau, rôtie/cuite au four;Oui
36602;Pigeon, viande, rôtie/cuite au four;Oui
36801;Autruche, viande cuite;
40003;Cervelle, agneau, cuite;Oui
40004;Cervelle, porc, braisée;Oui
40007;Cervelle, veau, cuite;Oui
40053;Coeur, boeuf, cuit;Oui
40056;Coeur, poulet, cuit;Oui
40057;Coeur, dinde, cuit;Oui
40059;Coeur, agneau, cuit;Oui
40103;Foie, agneau, cuit;Oui
40105;Foie, génisse, cuit;Oui
40107;Foie, veau, cuit;Oui
40109;Foie, volaille, cuit;
40113;Foie, porc, cuit;Oui
40116;Foie, poulet, cuit;Oui
40118;Foie, dinde, cuit;Oui
40201;Langue, veau, cuite;Oui
40203;Langue, boeuf, cuite;Oui
40303;Ris, agneau, cuit;Oui
40305;Ris, veau, braisé ou sauté/poêlé;Oui
40401;Rognon, cuit (aliment moyen);
40403;Rognon, boeuf, cuit;Oui
40405;Rognon, porc, cuit;Oui
40406;Rognon, agneau, braisé;Oui
40408;Rognon, veau, braisé ou sauté/poêlé;Oui
40601;Abat, cuit (aliment moyen);
40701;Gésier, canard, confit, appertisé;
6001;Boeuf, côte, crue;Oui
6002;Boeuf, épaule, crue;Oui
6003;Boeuf, basse-côte, crue;
6102;Boeuf, gîte à la noix, cru;Oui
6103;Boeuf, entrecôte, crue;Oui
6106;Boeuf, rond de gîte, cru;
6111;Boeuf, faux-filet, cru;Oui
6116;Boeuf, filet, cru;
6122;Boeuf, plat de côtes, cru;Oui
6130;Boeuf, hampe, crue;Oui
6140;Boeuf, joue, crue;Oui
6150;Boeuf, jarret, cru;Oui
6160;Boeuf, tende de tranche, crue;Oui
6201;Boeuf, steak ou bifteck, cru;Oui
6202;Boeuf, boule de macreuse, crue;Oui
6204;Boeuf, onglet, cru;Oui
6206;Boeuf, rumsteck, cru;Oui
6212;Boeuf, bavette d'aloyau, crue;Oui
6231;Boeuf, à bourguignon ou pot-au-feu, cru;Oui
6240;Boeuf, collier, cru;
6250;Boeuf, steak haché 5% MG, cru;Oui
6252;Boeuf, steak haché 10% MG, cru;Oui
6254;Boeuf, steak haché 15% MG, cru;Oui
6256;Boeuf, steak haché 20% MG, cru;Oui
6270;Boeuf, paleron, cru;Oui
6311;Boeuf, queue, crue;
6510;Veau, côte, crue;Oui
6513;Veau, carré, cru;Oui
6521;Veau, escalope, crue;Oui
6522;Veau, noix, crue;Oui
6530;Veau, filet, cru;Oui
6535;Veau, steak haché 20% MG, cru;Oui
6536;Veau, steak haché 15% MG, cru;Oui
6540;Veau, poitrine, crue;Oui
6550;Veau, rôti, cru;Oui
6560;Veau, épaule, crue;Oui
6580;Veau, pied, cru;Oui
6583;Veau, jarret, cru;Oui
6590;Veau, collier, cru;Oui
28001;Porc, épaule, crue;Oui
28002;Porc, poitrine, crue;Oui
28003;Porc, longe, crue;Oui
28004;Porc, jarret, cru;Oui
28100;Porc, côte, crue;Oui
28102;Porc, rouelle de jambon, crue;Oui
28104;Porc, carré, cru;Oui
28201;Porc, filet, maigre, cru;Oui
28204;Porc, filet mignon, cru;Oui
28300;Porc, rôti, cru;Oui
28302;Porc, échine, crue;Oui
28400;Porc, travers, cru;Oui
28460;Porc, escalope de jambon, crue;Oui
28470;Porc, bardière découennée, crue;Oui
28471;Porc, gorge, découennée, crue;Oui
28472;Porc, hachage sans jarret, sans bateau, découenné, dégraissé, désossé, cru;Oui
28473;Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru;Oui
28474;Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru;Oui
28475;Porc, maigre 90/10, cru;Oui
28476;Porc, maigre 80/20, cru;Oui
28477;Porc, palette, découennée, dégraissée, désossée, crue;Oui
28479;Porc, poitrine cutter, sans mouille, crue;Oui
28480;Porc, rôti filet avec chaînette, cru;Oui
36002;Poulet, cuisse, viande et peau, cru;Oui
36003;Poulet, viande, crue;Oui
36007;Poulet (var. blanc), viande et peau, cru;Oui
36008;Poulet fermier, viande et peau, cru;Oui
36016;Poulet, viande et peau, cru;Oui
36017;Poulet, filet, sans peau, cru;Oui
36019;Poulet, haut de cuisse, viande, cru;Oui
36020;Poulet éviscéré sans abats, cru;Oui
36022;Poulet, pilon, cru;Oui
36023;Poulet, aile, viande et peau, cru;Oui
36024;Poulet, cuisse, viande, cru;Oui
36029;Poulet, poitrine, viande et peau, cru;Oui
36037;Poulet, cuisse, viande et peau, cru, bio;
36038;Poulet, cuisse, viande et peau, cru, label rouge;
36039;Poulet, filet, sans peau, cru, bio;
36040;Poulet, filet, sans peau, cru, label rouge;
36300;Dinde, viande et peau, crue;Oui
36301;Dinde, viande, crue;Oui
36304;Dinde, escalope, crue;Oui
36305;Dinde, cuisse, viande et peau, crue;Oui
36307;Dinde, cuisse, viande sans peau, crue;Oui
36310;Dinde, aile, crue;Oui
21001;Mouton, viande, crue;Oui
21003;Mouton, épaule, crue;Oui
21004;Mouton, pied, cru;Oui
21005;Mouton, tête, crue;Oui
21006;Mouton, gigot, cru;Oui
21500;Agneau, côtelette, crue;Oui
21502;Agneau, gigot, cru;Oui
21504;Agneau, épaule, crue;Oui
21505;Agneau, épaule, maigre, crue;Oui
21514;Agneau, collier, cru;Oui
21515;Agneau, selle, crue;Oui
21516;Agneau, côte filet, crue;Oui
21517;Agneau, côte première, crue;Oui
21521;Agneau, côte ou côtelette, crue (aliment moyen);
21525;Agneau, côte découverte, crue;
14002;Sanglier, cru;
14004;Lièvre, viande crue;
14005;Chevreuil, cru;
14006;Cerf, cru;
36401;Faisan, viande, cru;
36403;Faisan, viande et peau, cru;
6900;Cheval, viande, crue;
6901;Cheval, steak, cru;
6903;Cheval, tende de tranche, crue;
6904;Cheval, faux-filet, cru;
6905;Cheval, entrecôte, crue;
21800;Chevreau, cru;Oui
34001;Lapin, viande crue;Oui
34003;Lapin de garenne, viande, crue;Oui
36000;Poule, viande et peau, crue;Oui
36001;Poule, viande ,crue;Oui
36014;Poule, cuisse, crue;Oui
36050;Chapon, viande et peau, cru;Oui
36100;Caille, viande et peau, crue;
36101;Caille, viande, crue;
36201;Canard, viande, crue;Oui
36203;Canard, cuisse avec peau, sans os, crue;Oui
36204;Canard, viande et peau, cru;Oui
36206;Canard, magret, cru;Oui
36500;Oie, viande crue;Oui
36501;Oie, viande et peau, crue;Oui
36600;Pigeon, cru;
36700;Pintade, crue;Oui
36702;Pintade, poitrine, crue;Oui
36703;Pintade, cuisse, crue;Oui
36800;Autruche, viande crue;
40002;Cervelle, agneau, crue;Oui
40005;Cervelle, porc, crue;Oui
40006;Cervelle, veau, crue;Oui
40052;Coeur, boeuf, cru;Oui
40054;Coeur, poulet, cru;Oui
40055;Coeur, dinde, cru;Oui
40058;Coeur, agneau, cru;Oui
40060;Coeur, porc, cru;Oui
40062;Coeur, veau, cru;Oui
40102;Foie, agneau, cru;Oui
40104;Foie, génisse, cru;Oui
40106;Foie, veau, cru;Oui
40108;Foie, volaille, cru;Oui
40110;Foie, lapin, cru;Oui
40111;Foie, poulet, cru;Oui
40115;Foie, dinde, cru;Oui
40119;Foie, porc, cru;Oui
40120;Foie, oie, cru;Oui
40121;Foie, canard, cru;Oui
40202;Langue, boeuf, crue;Oui
40204;Langue, veau, crue;Oui
40205;Langue, porc, crue;Oui
40207;Langue, agneau, crue;
40302;Ris, agneau, cru;Oui
40304;Ris, veau, cru;Oui
40402;Rognon, boeuf, cru;Oui
40404;Rognon, porc, cru;Oui
40407;Rognon, agneau, cru;Oui
40409;Rognon, veau, cru;Oui
40502;Tripes, boeuf, crues;Oui
40600;Sang, boeuf, cru;Oui
40700;Gésier, poulet, cru;Oui
30900;Charcuterie (aliment moyen);
8429;Jambon persillé en gelée;
28700;Jambon de porc à cuire ou Jambon à rôtir/cuire au four;Oui
28727;Filet de bacon;Oui
28803;Jambon cuit, fumé;Oui
28900;Jambon cuit, supérieur;Oui
28901;Jambon cuit, supérieur, avec couenne;Oui
28902;Jambon cuit, supérieur, découenné;Oui
28905;Jambon à l'os braisé;Oui
28906;Jambon cuit, supérieur, découenné dégraissé;Oui
28907;Jambon cuit, supérieur, à teneur réduite en sel;Oui
28910;Jambon cuit, choix;Oui
28911;Épaule de porc, cuite, choix, découennée dégraissée;Oui
28912;Jambon cuit, choix, avec couenne;Oui
28913;Jambon cuit, choix, découenné dégraissé;Oui
28917;Rond de jambon cuit;Oui
28922;Dés, allumettes, râpé ou haché de jambon;Oui
28924;Épaule de porc, cuite, standard, découennée dégraissée;Oui
28925;Jambon cuit, de Paris, découenné dégraissé;Oui
28929;Dés, allumettes, râpé ou haché de jambon de volaille;Oui
28960;Jambonneau, cuit;Oui
28963;Jambon de poulet ou Blanc de poulet en tranche;Oui
28964;Jambon de dinde ou Blanc de dinde en tranche;Oui
28800;Jambon cru;Oui
28801;Jambon cru, fumé;Oui
28802;Jambon sec, découenné, dégraissé;Oui
28804;Jambon cru, fumé, allégé en matière grasse;Oui
28811;Jambon de Bayonne;Oui
28812;Jambon sec;Oui
28844;Jambon sec de Parme;Oui
28845;Jambon sec Serrano;Oui
28850;Coppa;Oui
28858;Pancetta ou Poitrine roulée sèche;Oui
30300;Saucisson sec;Oui
30301;Saucisson sec pur porc;Oui
30302;Saucisson sec pur porc, qualité supérieure;Oui
30304;Rosette ou Fuseau;Oui
30309;Saucisse sèche;Oui
30311;Saucisson sec aux noix et/ou noisettes;Oui
30005;Chipolata, cuite;Oui
30011;Saucisse de Toulouse, cuite;Oui
30050;Chair à saucisse, crue;Oui
30051;Chair à saucisse, pur porc, crue;Oui
30052;Farce porc et boeuf, crue;Oui
30102;Saucisse fumée, à cuire;
30104;Saucisse de Morteau;Oui
30105;Saucisse de Montbéliard;Oui
30108;Saucisse de Morteau, bouillie/cuite à l'eau;Oui
30110;Saucisse de Toulouse, crue;Oui
30115;Chipolata, crue;Oui
30125;Saucisse alsacienne fumée ou Gendarme;Oui
30130;Saucisse de volaille, façon charcutière;Oui
30131;Saucisse de volaille, type Knack;Oui
30134;Saucisse de Francfort;Oui
30150;Merguez, crue;Oui
30152;Merguez, pur boeuf, crue;Oui
30153;Merguez, porc et boeuf, crue;Oui
30154;Merguez, boeuf, mouton et porc, crue;Oui
30155;Merguez, boeuf et mouton, cuite;Oui
30156;Merguez, boeuf et mouton, crue;Oui
30176;Saucisse de foie;Oui
30177;Diot, cru;Oui
30742;Saucisse de Strasbourg ou Knack;Oui
30746;Saucisse cocktail;Oui
30750;Saucisse viennoise, crue;Oui
30764;Saucisse de jambon pur porc;Oui
30766;Saucisse de bière;Oui
30778;Saucisse de langue à la pistache;
30780;Saucisse (aliment moyen);
8120;Confit de foie de porc;Oui
8125;Confit de foie de volaille;Oui
8201;Pâté au poivre vert;Oui
8206;Pâté au jambon;
8211;Pâté ou terrine de campagne;Oui
8214;Pâté breton;Oui
8232;Terrine de canard;Oui
8240;Pâté de lapin;Oui
8242;Terrine de lapin;Oui
8245;Pâté de gibier;Oui
8250;Pâté ou terrine aux champignons (forestier);Oui
8300;Pâté de foie de porc, supérieur;Oui
8305;Pâté de foie de porc;Oui
8312;Mousse de foie de porc supérieure ou Crème de foie;Oui
8313;Mousse de foie de porc;Oui
8315;Mousse de canard;Oui
8316;Pâté de foie de volaille;Oui
8326;Pâté de foie d'oie;Oui
8332;Pâté (aliment moyen);
8391;Pâté en croûte;Oui
8000;Rillettes traditionnelles de porc;Oui
8001;Rillettes pur porc;Oui
8010;Rillettes de Tours;Oui
8015;Rillettes du Mans;Oui
8025;Rillettes pur oie;Oui
8026;Rillettes de canard;Oui
8030;Rillettes d'oie;Oui
8040;Rillettes de poulet;Oui
8903;Quenelle de veau, en sauce;Oui
8910;Quenelle de volaille, crue;Oui
8912;Quenelle de volaille, en sauce;Oui
8932;Quenelle de poisson, en sauce;Oui
8933;Quenelle de poisson, crue;Oui
8934;Quenelle de poisson, cuite;
8937;Quenelle nature, crue;Oui
8109;Confit de canard, viande (cuisse), sans peau, réchauffé;Oui
8110;Confit de canard;Oui
8111;Canard, magret fumé;Oui
8321;Foie gras, canard, entier, cuit;Oui
8323;Foie gras, canard, bloc, sans morceaux;
8324;Foie gras, canard, bloc, 30% de morceaux;
8325;Foie gras, canard, bloc, 50% de morceaux;
8328;Foie gras de canard, cru;
8331;Foie gras, canard, bloc (aliment moyen);Oui
8350;Galantine (aliment moyen);
8373;Roulade de porc pistachée;Oui
8380;Oeuf au jambon en gelée;
8395;Jambon en croûte;Oui
8400;Fromage de tête;Oui
8406;Museau de porc vinaigrette;Oui
8450;Museau de boeuf;
8500;Andouille;Oui
8501;Andouille de Guéméné;Oui
8504;Andouille, réchauffée à la poêle;Oui
8512;Andouille de Vire;Oui
8550;Andouillette, à cuire;Oui
8551;Andouillette, sautée/poêlée;Oui
8552;Andouillette de Troyes, à cuire;Oui
8703;Boudin noir, à cuire;Oui
8704;Boudin noir, sauté/poêlé;Oui
8705;Boudin, sauté/poêlé (aliment moyen);
8742;Boudin antillais, à cuire;
8800;Boudin blanc, sauté/poêlé;
8801;Boudin blanc, à cuire;
8803;Boudin blanc truffé, à cuire;Oui
25610;Museau de boeuf en vinaigrette;Oui
28501;Lardon nature, cru;Oui
28502;Poitrine de porc, fumée, crue;Oui
28503;Bresaola;Oui
28504;Lardon nature, cuit;Oui
28505;Corned-beef, appertisé;
28530;Oreille de porc demi-sel;Oui
28540;Pied de porc demi-sel;Oui
28550;Poitrine de porc demi-sel;Oui
28720;Lardon fumé, cru;Oui
28725;Lardon fumé, cuit;Oui
28860;Viande des Grisons;
28927;Haché de volaille;Oui
28976;Rôti de volaille en salaison, cuit;Oui
30315;Chorizo;Oui
30316;Chorizo supérieur, doux ou fort, type saucisse sèche;Oui
30317;Chorizo supérieur, doux ou fort, type charcuterie en tranches;Oui
30350;Salami;Oui
30351;Salami pur porc;Oui
30352;Salami porc et boeuf;Oui
30366;Salami type danois;Oui
30700;Saucisson à l'ail;Oui
30701;Saucisson cuit pur porc;Oui
30705;Saucisson de Paris;Oui
30706;Saucisson de Paris, fumé;Oui
30707;Saucisson brioché, cuit;Oui
30730;Cervelas;Oui
30731;Cervelas obernois;Oui
30732;Cervelas à l'ail, pur porc;Oui
30789;Mortadelle;Oui
30790;Mortadelle, pur porc;Oui
30791;Mortadelle, porc et boeuf;Oui
30797;Mortadelle pistachée pur porc;Oui
30801;Saucisson de cheval type cervelas;
1030;Spécialité végétale type jambon cuit, préemballée;Oui
1031;Spécialité végétale type pâté, préemballée;Oui
20337;Saucisse végétale au tofu (convient aux véganes ou végétaliens), préemballée;Oui
20338;Quenelle au tofu (ne convient pas aux véganes ou végétaliens), préemballée;Oui
25232;Saucisse végétale au blé ou seitan, préemballé;Oui
6260;Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé;Oui
25089;Cordon bleu de volaille, préemballé;Oui
25163;Boeuf, boulettes cuites;Oui
25173;Veau, escalope panée, cuite;Oui
25186;Boulettes au porc et au boeuf (à la suédoise), préemballées, crues;
25194;Boulettes au boeuf et à l'agneau (type kefta), préemballées, crues;
25504;Brochette de volaille;Oui
25505;Brochette de boeuf;Oui
25506;Brochette mixte de viande;Oui
25512;Volaille, croquette panée ou nuggets;Oui
25541;Brochette d'agneau;Oui
25566;Brochette de porc, crue;Oui
36027;Poulet, croquette panée ou nuggets;Oui
36035;Poulet, manchons marinés, rôtis/cuits au four;Oui
36036;Poulet, escalope panée;Oui
36318;Dinde, escalope viennoise ou milanaise ou escalope panée;Oui
25996;Saumon, cuit, sans précision (aliment moyen);
25997;Cabillaud, cuit, sans précision (aliment moyen);
25998;Hareng fumé, filet, doux;Oui
26003;Carrelet ou plie, cuit à la vapeur;Oui
26008;Églefin, cuit à la vapeur;Oui
26012;Hareng, frit;Oui
26013;Hareng fumé, au naturel;Oui
26014;Hareng, grillé/poêlé;Oui
26015;Lieu noir, cuit;Oui
26017;Limande-sole, cuite à la vapeur;Oui
26019;Maquereau, rôti/cuit au four;Oui
26020;Maquereau, frit;Oui
26021;Merlan, frit;Oui
26022;Merlan, cuit à la vapeur;Oui
26023;Cabillaud, rôti/cuit au four;Oui
26024;Morue, salée, bouillie/cuite à l'eau;Oui
26025;Cabillaud, cuit à la vapeur;Oui
26026;Mulet, rôti/cuit au four;Oui
26031;Raie, rôtie/cuite au four;Oui
26033;Roussette ou petite roussette ou saumonette, cuite;Oui
26037;Saumon fumé;Oui
26038;Saumon, cuit à la vapeur;Oui
26041;Thon, rôti/cuit au four;Oui
26059;Sole, cuite à la vapeur;Oui
26060;Sole, rôtie/cuite au four;Oui
26061;Sole, bouillie/cuite à l'eau;Oui
26062;Sole, frite;Oui
26073;Raie, cuite au court-bouillon;Oui
26081;Lotte ou baudroie, grillée/poêlée;Oui
26087;Maquereau, fumé;Oui
26090;Haddock (fumé) ou églefin fumé;Oui
26093;Espadon, rôti/cuit au four;Oui
26094;Turbot, rôti/cuit au four;Oui
26120;Merlu, cuit à l'étouffée;Oui
26126;Églefin, grillé/poêlé;Oui
26136;Sardine, grillée;Oui
26147;Vivaneau, cuit;Oui
26148;Rascasse, cuite à la vapeur;Oui
26152;Lieu ou colin d'Alaska, fumé;Oui
26192;Lieu jaune ou colin, cuit;
26211;Saumon, cuit au micro-ondes, élevage;Oui
26217;Saumon, bouilli/cuit à l'eau, élevage;Oui
26222;Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four;Oui
26229;Saumon, grillé/poêlé;Oui
26230;Saumon, élevage, rôti/cuit au four;Oui
26232;Hareng fumé, à l'huile;Oui
26234;Julienne ou Lingue, cuite;Oui
26247;Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur;Oui
26248;Sole, poêlée;Oui
26999;Anguille, cuite (aliment moyen);
27000;Anguille, rôtie/cuite au four;
27001;Anguille, bouillie/cuite à l'eau;
27002;Brochet, rôti/cuit au four;
27004;Carpe, rôtie/cuite au four;Oui
27005;Perche, rôtie/cuite au four;Oui
27006;Truite, rôtie/cuite au four;Oui
27007;Truite, cuite à la vapeur;Oui
27014;Truite arc en ciel, élevage, rôtie/cuite au four;Oui
27015;Truite arc en ciel, élevage, cuite à la vapeur;Oui
27018;Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit;Oui
27029;Truite d'élevage, fumée;Oui
27030;Bar commun ou loup, rôti/cuit au four;Oui
27031;Dorade (Daurade) royale, cuite au four;
26001;Bar rayé ou bar d'Amérique, cru;Oui
26006;Lieu ou colin d'Alaska, cru;Oui
26009;Flétan de l'Atlantique ou flétan blanc, cru;Oui
26011;Hareng, cru;Oui
26018;Lotte ou baudroie, crue;Oui
26036;Saumon, cru, élevage;Oui
26042;Turbot sauvage, cru;Oui
26043;Cabillaud, cru;Oui
26044;Merlu, cru;Oui
26047;Lieu noir, surgelé, cru;Oui
26048;Merlu, filet, surgelé, cru;Oui
26051;Maquereau, cru;Oui
26052;Raie, crue;Oui
26053;Thon, cru;Oui
26055;Carrelet ou plie, cru;Oui
26057;Limande, crue;Oui
26058;Sole, crue;Oui
26063;Rascasse, crue;Oui
26064;Thon albacore ou thon jaune, cru;Oui
26065;Sardine, crue;Oui
26068;Thon listao ou Bonite à ventre rayé, cru;Oui
26069;Thon rouge, cru;
26072;Bar commun ou loup, cru, sans précision;Oui
26074;Roussette ou petite roussette ou saumonette, crue;Oui
26075;Bar ou loup de l'Atlantique, cru;Oui
26076;Thon germon ou thon blanc, cru;Oui
26079;Anchois commun, cru;Oui
26080;Dorade royale, ou daurade ou vraie daurade, crue, sauvage;Oui
26082;Espadon, cru;Oui
26083;Éperlan, cru;Oui
26084;Cardine franche, crue;Oui
26085;Rouget-barbet de roche, cru;Oui
26088;Dorade royale ou daurade ou vraie daurade, crue, élevage;Oui
26091;Mulet, cru;Oui
26092;Truite de mer, crue;Oui
26095;Merlan, cru;Oui
26098;Morue, salée, sèche;Oui
